"PartID" "Trial" "VerbType" "Item" "Age" "Gender" "EV" "Distractor" "Subject" "Agent" "Patient" "PC" "PCC" "AC" "EVC"
"P22_LBR1_C" 4 "NPred" 15 66 "M" 31 0 0 0 0 -0.5 -0.484848484848485 15.5568181818182 6.98863636363636
"P22_LBR1_C" 5 "Pred" 6 66 "M" 31 0 0 1 0 0.5 0.515151515151515 15.5568181818182 6.98863636363636
"P22_LBR1_C" 6 "Pred" 3 66 "M" 31 1 0 1 0 0.5 0.515151515151515 15.5568181818182 6.98863636363636
"P22_LBR1_C" 7 "Pred" 16 66 "M" 31 0 0 0 0 0.5 0.515151515151515 15.5568181818182 6.98863636363636
"P22_LBR1_C" 8 "NPred" 5 66 "M" 31 0 0 0 0 -0.5 -0.484848484848485 15.5568181818182 6.98863636363636
"P22_LBR1_C" 9 "NPred" 9 66 "M" 31 0 0 1 0 -0.5 -0.484848484848485 15.5568181818182 6.98863636363636
"P22_LBR1_C" 10 "Pred" 10 66 "M" 31 0 0 0 0 0.5 0.515151515151515 15.5568181818182 6.98863636363636
"P22_LBR1_C" 11 "Pred" 8 66 "M" 31 0 0 1 0 0.5 0.515151515151515 15.5568181818182 6.98863636363636
"P22_LBR1_C" 12 "NPred" 11 66 "M" 31 0 1 0 1 -0.5 -0.484848484848485 15.5568181818182 6.98863636363636
"P23_LAR2_C" 1 "Pred" 9 68 "M" 31 0 0 1 1 0.5 0.515151515151515 17.5568181818182 6.98863636363636
"P23_LAR2_C" 2 "NPred" 6 68 "M" 31 1 0 0 0 -0.5 -0.484848484848485 17.5568181818182 6.98863636363636
"P23_LAR2_C" 3 "NPred" 10 68 "M" 31 0 0 0 1 -0.5 -0.484848484848485 17.5568181818182 6.98863636363636
"P23_LAR2_C" 4 "NPred" 16 68 "M" 31 1 0 1 0 -0.5 -0.484848484848485 17.5568181818182 6.98863636363636
"P23_LAR2_C" 5 "Pred" 11 68 "M" 31 0 0 1 1 0.5 0.515151515151515 17.5568181818182 6.98863636363636
"P23_LAR2_C" 7 "NPred" 8 68 "M" 31 0 1 0 0 -0.5 -0.484848484848485 17.5568181818182 6.98863636363636
"P23_LAR2_C" 8 "Pred" 2 68 "M" 31 0 0 1 0 0.5 0.515151515151515 17.5568181818182 6.98863636363636
"P23_LAR2_C" 9 "NPred" 3 68 "M" 31 0 0 1 0 -0.5 -0.484848484848485 17.5568181818182 6.98863636363636
"P23_LAR2_C" 10 "Pred" 7 68 "M" 31 0 0 1 0 0.5 0.515151515151515 17.5568181818182 6.98863636363636
"P23_LAR2_C" 11 "NPred" 12 68 "M" 31 0 1 0 0 -0.5 -0.484848484848485 17.5568181818182 6.98863636363636
"P23_LAR2_C" 12 "Pred" 5 68 "M" 31 1 0 0 1 0.5 0.515151515151515 17.5568181818182 6.98863636363636
"P24_LBR2_C" 1 "NPred" 9 39 "F" 21 0 0 0 1 -0.5 -0.484848484848485 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 2 "NPred" 7 39 "F" 21 0 1 0 0 -0.5 -0.484848484848485 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 3 "NPred" 15 39 "F" 21 0 0 1 0 -0.5 -0.484848484848485 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 4 "Pred" 8 39 "F" 21 1 0 0 0 0.5 0.515151515151515 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 5 "Pred" 16 39 "F" 21 1 0 0 0 0.5 0.515151515151515 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 6 "Pred" 12 39 "F" 21 1 0 0 0 0.5 0.515151515151515 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 7 "NPred" 2 39 "F" 21 0 0 0 1 -0.5 -0.484848484848485 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 8 "Pred" 3 39 "F" 21 0 0 1 0 0.5 0.515151515151515 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 9 "Pred" 6 39 "F" 21 1 1 0 1 0.5 0.515151515151515 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 10 "NPred" 11 39 "F" 21 1 0 0 0 -0.5 -0.484848484848485 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 11 "Pred" 10 39 "F" 21 0 0 1 0 0.5 0.515151515151515 -11.4431818181818 -3.01136363636364
"P24_LBR2_C" 12 "NPred" 5 39 "F" 21 0 0 0 1 -0.5 -0.484848484848485 -11.4431818181818 -3.01136363636364
"P24B_LBR2_C" 1 "NPred" 9 44 "F" 26 1 0 0 0 -0.5 -0.484848484848485 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 2 "NPred" 7 44 "F" 26 0 0 1 0 -0.5 -0.484848484848485 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 3 "NPred" 15 44 "F" 26 1 0 0 0 -0.5 -0.484848484848485 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 4 "Pred" 8 44 "F" 26 0 1 0 1 0.5 0.515151515151515 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 5 "Pred" 16 44 "F" 26 0 1 0 0 0.5 0.515151515151515 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 6 "Pred" 12 44 "F" 26 0 1 0 0 0.5 0.515151515151515 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 7 "NPred" 2 44 "F" 26 0 1 0 0 -0.5 -0.484848484848485 -6.44318181818182 1.98863636363636
"P24B_LBR2_C" 8 "Pred" 3 44 "F" 26 0 0 1 0 0.5 0.515151515151515 -6.44318181818182 1.98863636363636
